Directive ID,Administration,President,Directive Type,Number,Title,Signed Date,Published Date,Federal Register Citation,Federal Register URL,Official PDF URL,Related Directive IDs,Relationship Notes,First Seen,Last Changed,Content Fingerprint,Review Status,ARRP Record IDs,Source IDs,Disposition Rationale,Reviewed Date
2021-04281,Biden,Joseph R. Biden Jr.,Executive Order,14018,Revocation of Certain Presidential Actions,2021-02-24,2021-03-01,86 FR 11855,https://www.federalregister.gov/documents/2021/03/01/2021-04281/revocation-of-certain-presidential-actions,https://www.govinfo.gov/content/pkg/FR-2021-03-01/pdf/2021-04281.pdf,,"Revokes: EO 13772, February 3, 2017; EO 13828, April 10, 2018; Memorandum of January 29, 2020; EO 13924, May 19, 2020; Memorandum of September 2, 2020; EO 13967, December 18, 2020; EO 13979, January 18, 2021 Revoked by: EO 14148, January 20, 2025",2026-07-21,2026-07-21,f390677bfc8346e85291ea5a79bddd5137a72776fd8ef970ef1297b82f340761,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2021-04639,Biden,Joseph R. Biden Jr.,Proclamation,10150,"American Red Cross Month, 2021",2021-03-01,2021-03-04,86 FR 12515,https://www.federalregister.gov/documents/2021/03/04/2021-04639/american-red-cross-month-2021,https://www.govinfo.gov/content/pkg/FR-2021-03-04/pdf/2021-04639.pdf,,,2026-07-21,2026-07-21,e108393324f84d5d657a80cda3c84cec374fa1d96294e22cfea845ef4d22cf6e,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2021-04641,Biden,Joseph R. Biden Jr.,Proclamation,10151,"Irish-American Heritage Month, 2021",2021-03-01,2021-03-04,86 FR 12517,https://www.federalregister.gov/documents/2021/03/04/2021-04641/irish-american-heritage-month-2021,https://www.govinfo.gov/content/pkg/FR-2021-03-04/pdf/2021-04641.pdf,,,2026-07-21,2026-07-21,8a08c833d4ada25c5d41d3f230d7b41d0df74b46bf5b970121d42435afe3999a,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2021-04644,Biden,Joseph R. Biden Jr.,Proclamation,10152,"National Colorectal Cancer Awareness Month, 2021",2021-03-01,2021-03-04,86 FR 12519,https://www.federalregister.gov/documents/2021/03/04/2021-04644/national-colorectal-cancer-awareness-month-2021,https://www.govinfo.gov/content/pkg/FR-2021-03-04/pdf/2021-04644.pdf,,,2026-07-21,2026-07-21,5634cb460f5a3bd2896d072228f4b06ca4bafe895a816f4f9939ff3a2f109c51,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2021-04645,Biden,Joseph R. Biden Jr.,Proclamation,10153,"Women's History Month, 2021",2021-03-01,2021-03-04,86 FR 12523,https://www.federalregister.gov/documents/2021/03/04/2021-04645/womens-history-month-2021,https://www.govinfo.gov/content/pkg/FR-2021-03-04/pdf/2021-04645.pdf,,,2026-07-21,2026-07-21,9a672bb6178a547611a08a94101d9ead9623d0f85c91643bb3c6a8280da50a94,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2021-04646,Biden,Joseph R. Biden Jr.,Proclamation,10154,"National Consumer Protection Week, 2021",2021-03-01,2021-03-04,86 FR 12525,https://www.federalregister.gov/documents/2021/03/04/2021-04646/national-consumer-protection-week-2021,https://www.govinfo.gov/content/pkg/FR-2021-03-04/pdf/2021-04646.pdf,,,2026-07-21,2026-07-21,a879be54904c76fea32df6d18d73fe8d10f15c55cf3adcd367e60c3d965d1305,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2021-04647,Biden,Joseph R. Biden Jr.,Proclamation,10155,"Read Across America Day, 2021",2021-03-01,2021-03-04,86 FR 12527,https://www.federalregister.gov/documents/2021/03/04/2021-04647/read-across-america-day-2021,https://www.govinfo.gov/content/pkg/FR-2021-03-04/pdf/2021-04647.pdf,,,2026-07-21,2026-07-21,3ca0708861c8d777f5447177949abf38359602be576adb7fca42108d8fdb5b0b,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2021-04759,Biden,Joseph R. Biden Jr.,Notice,,Continuation of the National Emergency With Respect to Ukraine,2021-03-02,2021-03-04,86 FR 12793,https://www.federalregister.gov/documents/2021/03/04/2021-04759/continuation-of-the-national-emergency-with-respect-to-ukraine,https://www.govinfo.gov/content/pkg/FR-2021-03-04/pdf/2021-04759.pdf,,,2026-07-21,2026-07-21,02cb92f638b5ad0d67f43113fc78c91b67d5740f0cf816bc8427883590ffebca,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2021-04760,Biden,Joseph R. Biden Jr.,Notice,,Continuation of the National Emergency With Respect to Venezuela,2021-03-02,2021-03-04,86 FR 12795,https://www.federalregister.gov/documents/2021/03/04/2021-04760/continuation-of-the-national-emergency-with-respect-to-venezuela,https://www.govinfo.gov/content/pkg/FR-2021-03-04/pdf/2021-04760.pdf,,,2026-07-21,2026-07-21,2f28fcb10c2e430a8847b88749353a0beda61b9270785fa56594e9de7d91b47a,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2021-04761,Biden,Joseph R. Biden Jr.,Notice,,Continuation of the National Emergency With Respect to Zimbabwe,2021-03-02,2021-03-04,86 FR 12797,https://www.federalregister.gov/documents/2021/03/04/2021-04761/continuation-of-the-national-emergency-with-respect-to-zimbabwe,https://www.govinfo.gov/content/pkg/FR-2021-03-04/pdf/2021-04761.pdf,,,2026-07-21,2026-07-21,1db481c8ff51913d68c94ec00813306417a2e07c0037c26f72be0d03428b7d66,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2021-05037,Biden,Joseph R. Biden Jr.,Notice,,Continuation of the National Emergency With Respect to Iran,2021-03-05,2021-03-09,86 FR 13621,https://www.federalregister.gov/documents/2021/03/09/2021-05037/continuation-of-the-national-emergency-with-respect-to-iran,https://www.govinfo.gov/content/pkg/FR-2021-03-09/pdf/2021-05037.pdf,,,2026-07-21,2026-07-21,0a0b949efc69d2635e4bbe932e9bcebe44cde9f994029429557cf56b5ddbaa21,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2021-05087,Biden,Joseph R. Biden Jr.,Executive Order,14019,Promoting Access to Voting,2021-03-07,2021-03-10,86 FR 13623,https://www.federalregister.gov/documents/2021/03/10/2021-05087/promoting-access-to-voting,https://www.govinfo.gov/content/pkg/FR-2021-03-10/pdf/2021-05087.pdf,,"Partially supersedes: EO 12926, September 12, 1994 Revoked by: EO 14148, January 20, 2025 See: EO 14248, March 25, 2025",2026-07-21,2026-07-21,e714b39a77ff139048fc430d3d3bd5711fcb2c3932a0f4f514331531703ac408,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2021-05183,Biden,Joseph R. Biden Jr.,Executive Order,14020,Establishment of the White House Gender Policy Council,2021-03-08,2021-03-11,86 FR 13797,https://www.federalregister.gov/documents/2021/03/11/2021-05183/establishment-of-the-white-house-gender-policy-council,https://www.govinfo.gov/content/pkg/FR-2021-03-11/pdf/2021-05183.pdf,,"See: EO 12250, November 2, 1980; EO 13995, January 21, 2021; EO 14091, February 16, 2023; EO 14121, March 27, 2024; EO 14126, September 6, 2024 Revoked by: EO 14148, January 20, 2025",2026-07-21,2026-07-21,39ea2cc975c07412f78e8e3b508084b7cb64919ab9114a860eec94fc31242285,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2021-05200,Biden,Joseph R. Biden Jr.,Executive Order,14021,"Guaranteeing an Educational Environment Free From Discrimination on the Basis of Sex, Including Sexual Orientation or Gender Identity",2021-03-08,2021-03-11,86 FR 13803,https://www.federalregister.gov/documents/2021/03/11/2021-05200/guaranteeing-an-educational-environment-free-from-discrimination-on-the-basis-of-sex-including,https://www.govinfo.gov/content/pkg/FR-2021-03-11/pdf/2021-05200.pdf,,"Revoked by: EO 14148, January 20, 2025 Rescinded by: EO 14168, January 20, 2025",2026-07-21,2026-07-21,9da850ac225932cc9fc20c6d74dbcca3c24c0b2887264693bb8b6ae0c1082935,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2021-06140,Biden,Joseph R. Biden Jr.,Proclamation,10156,Honoring the Victims of the Tragedy in the Atlanta Metropolitan Area,2021-03-18,2021-03-23,86 FR 15559,https://www.federalregister.gov/documents/2021/03/23/2021-06140/honoring-the-victims-of-the-tragedy-in-the-atlanta-metropolitan-area,https://www.govinfo.gov/content/pkg/FR-2021-03-23/pdf/2021-06140.pdf,,,2026-07-21,2026-07-21,737bd56ef501481e69f5d1468888dac6c31774d70c05c1c57fea82d63c2f3637,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2021-06252,Biden,Joseph R. Biden Jr.,Proclamation,10157,"National Poison Prevention Week, 2021",2021-03-19,2021-03-24,86 FR 15775,https://www.federalregister.gov/documents/2021/03/24/2021-06252/national-poison-prevention-week-2021,https://www.govinfo.gov/content/pkg/FR-2021-03-24/pdf/2021-06252.pdf,,,2026-07-21,2026-07-21,657943b11c29b701a122b272dad8b62a9db5241012418dadcf037c91ef259ee0,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2021-06293,Biden,Joseph R. Biden Jr.,Proclamation,10158,"National Agriculture Day, 2021",2021-03-22,2021-03-25,86 FR 15777,https://www.federalregister.gov/documents/2021/03/25/2021-06293/national-agriculture-day-2021,https://www.govinfo.gov/content/pkg/FR-2021-03-25/pdf/2021-06293.pdf,,,2026-07-21,2026-07-21,bf3cb9b7bcdd4f4e51dff936956e31b98559cd2dd006247193971084bbe7293d,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2021-06433,Biden,Joseph R. Biden Jr.,Proclamation,10159,"Education and Sharing Day, U.S.A., 2021",2021-03-23,2021-03-26,86 FR 16023,https://www.federalregister.gov/documents/2021/03/26/2021-06433/education-and-sharing-day-usa-2021,https://www.govinfo.gov/content/pkg/FR-2021-03-26/pdf/2021-06433.pdf,,,2026-07-21,2026-07-21,a401593818e6b2d5148fd43a35038264f51612ae2cdc30372dcb063e510a78ea,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2021-06435,Biden,Joseph R. Biden Jr.,Proclamation,10160,"Honoring the Victims of the Tragedy in Boulder, Colorado",2021-03-23,2021-03-26,86 FR 16025,https://www.federalregister.gov/documents/2021/03/26/2021-06435/honoring-the-victims-of-the-tragedy-in-boulder-colorado,https://www.govinfo.gov/content/pkg/FR-2021-03-26/pdf/2021-06435.pdf,,,2026-07-21,2026-07-21,6f8693d9f05689381b2fa6551648b3ed6707f450f167c3138f757aae4fc12875,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2021-06536,Biden,Joseph R. Biden Jr.,Proclamation,10161,"Greek Independence Day: A National Day of Celebration of Greek and American Democracy, 2021",2021-03-24,2021-03-29,86 FR 16283,https://www.federalregister.gov/documents/2021/03/29/2021-06536/greek-independence-day-a-national-day-of-celebration-of-greek-and-american-democracy-2021,https://www.govinfo.gov/content/pkg/FR-2021-03-29/pdf/2021-06536.pdf,,,2026-07-21,2026-07-21,26ac5dbec101c6e8305655885eec0ba14c65ac5226c75d7e327d5d6ecae66c6a,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2021-06538,Biden,Joseph R. Biden Jr.,Proclamation,10162,"National Equal Pay Day, 2021",2021-03-24,2021-03-29,86 FR 16285,https://www.federalregister.gov/documents/2021/03/29/2021-06538/national-equal-pay-day-2021,https://www.govinfo.gov/content/pkg/FR-2021-03-29/pdf/2021-06538.pdf,,,2026-07-21,2026-07-21,1eb01bedeab85ec48cb1a3e80ef56aa64424ed47ef9b3d32209099fbae57d55c,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2021-06738,Biden,Joseph R. Biden Jr.,Notice,,Continuation of the National Emergency With Respect to Significant Malicious Cyber-Enabled Activities,2021-03-29,2021-03-30,86 FR 16663,https://www.federalregister.gov/documents/2021/03/30/2021-06738/continuation-of-the-national-emergency-with-respect-to-significant-malicious-cyber-enabled,https://www.govinfo.gov/content/pkg/FR-2021-03-30/pdf/2021-06738.pdf,,,2026-07-21,2026-07-21,7ffd552e628d88d4849538d00ed4b3e7978bc339f917cc941e0ba1a9fb145211,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2021-06743,Biden,Joseph R. Biden Jr.,Notice,,Continuation of the National Emergency With Respect to South Sudan,2021-03-29,2021-03-30,86 FR 16665,https://www.federalregister.gov/documents/2021/03/30/2021-06743/continuation-of-the-national-emergency-with-respect-to-south-sudan,https://www.govinfo.gov/content/pkg/FR-2021-03-30/pdf/2021-06743.pdf,,,2026-07-21,2026-07-21,5f5c22d2d358fa1752fbdc6c00a9e2e93be5db9de028a962385e95c22b7a8cf3,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2021-07054,Biden,Joseph R. Biden Jr.,Proclamation,10163,"César Chávez Day, 2021",2021-03-31,2021-04-05,86 FR 17493,https://www.federalregister.gov/documents/2021/04/05/2021-07054/csar-chvez-day-2021,https://www.govinfo.gov/content/pkg/FR-2021-04-05/pdf/2021-07054.pdf,,,2026-07-21,2026-07-21,6e307b6eb06d5b9e8be4d0349fbf769ae4f4b42a15790caa4b480ffc13f2b834,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2021-07064,Biden,Joseph R. Biden Jr.,Proclamation,10164,"Transgender Day of Visibility, 2021",2021-03-31,2021-04-05,86 FR 17495,https://www.federalregister.gov/documents/2021/04/05/2021-07064/transgender-day-of-visibility-2021,https://www.govinfo.gov/content/pkg/FR-2021-04-05/pdf/2021-07064.pdf,,,2026-07-21,2026-07-21,61229f6d8143fcac4721832a1a7a45f01e2adc9a541d8d18e8e65e3f8ef83988,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2021-07165,Biden,Joseph R. Biden Jr.,Proclamation,10165,"Month of the Military Child, 2021",2021-03-31,2021-04-06,86 FR 17675,https://www.federalregister.gov/documents/2021/04/06/2021-07165/month-of-the-military-child-2021,https://www.govinfo.gov/content/pkg/FR-2021-04-06/pdf/2021-07165.pdf,,,2026-07-21,2026-07-21,1ed9e7fa215b1dd70f5923d92ec89ca2d2270a0249c69bff30126bf809df68d7,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2021-07166,Biden,Joseph R. Biden Jr.,Proclamation,10166,"National Cancer Control Month, 2021",2021-03-31,2021-04-06,86 FR 17677,https://www.federalregister.gov/documents/2021/04/06/2021-07166/national-cancer-control-month-2021,https://www.govinfo.gov/content/pkg/FR-2021-04-06/pdf/2021-07166.pdf,,,2026-07-21,2026-07-21,0461e5d074d62dae414c040eef8d35bd0d79d9b0af74b3ee67a16344b57ae371,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2021-07167,Biden,Joseph R. Biden Jr.,Proclamation,10167,"National Child Abuse Prevention Month, 2021",2021-03-31,2021-04-06,86 FR 17679,https://www.federalregister.gov/documents/2021/04/06/2021-07167/national-child-abuse-prevention-month-2021,https://www.govinfo.gov/content/pkg/FR-2021-04-06/pdf/2021-07167.pdf,,,2026-07-21,2026-07-21,8cf1ec6aa57d89b38352c43cae049add2d1728a9c994e3cdd6574c158fdc9c85,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2021-07168,Biden,Joseph R. Biden Jr.,Proclamation,10168,"National Donate Life Month, 2021",2021-03-31,2021-04-06,86 FR 17681,https://www.federalregister.gov/documents/2021/04/06/2021-07168/national-donate-life-month-2021,https://www.govinfo.gov/content/pkg/FR-2021-04-06/pdf/2021-07168.pdf,,,2026-07-21,2026-07-21,cb5ba524e18d8c3059a7a6d3785b949b237f96b07ad2f8e7844ca4d9fbe76e81,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2021-07169,Biden,Joseph R. Biden Jr.,Proclamation,10169,"National Financial Capability Month, 2021",2021-03-31,2021-04-06,86 FR 17683,https://www.federalregister.gov/documents/2021/04/06/2021-07169/national-financial-capability-month-2021,https://www.govinfo.gov/content/pkg/FR-2021-04-06/pdf/2021-07169.pdf,,,2026-07-21,2026-07-21,ba80e5225f54defb51c1e0a92ff92065f35502c053f2cac06bd122eba6c7bec9,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2021-07178,Biden,Joseph R. Biden Jr.,Proclamation,10170,"National Sexual Assault Prevention and Awareness Month, 2021",2021-03-31,2021-04-06,86 FR 17685,https://www.federalregister.gov/documents/2021/04/06/2021-07178/national-sexual-assault-prevention-and-awareness-month-2021,https://www.govinfo.gov/content/pkg/FR-2021-04-06/pdf/2021-07178.pdf,,,2026-07-21,2026-07-21,92eaaa09c7feca46cb6c44d6c6e68fc60cc8ff094786467d57b2554dcc41d94a,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2021-07179,Biden,Joseph R. Biden Jr.,Proclamation,10171,"Second Chance Month, 2021",2021-03-31,2021-04-06,86 FR 17689,https://www.federalregister.gov/documents/2021/04/06/2021-07179/second-chance-month-2021,https://www.govinfo.gov/content/pkg/FR-2021-04-06/pdf/2021-07179.pdf,,,2026-07-21,2026-07-21,5a2cb8035225a4d50e523802b524c80cb8b76d793c531655b2900c7c3139e094,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
2021-07124,Biden,Joseph R. Biden Jr.,Notice,,Continuation of the National Emergency With Respect to Somalia,2021-04-01,2021-04-05,86 FR 17673,https://www.federalregister.gov/documents/2021/04/05/2021-07124/continuation-of-the-national-emergency-with-respect-to-somalia,https://www.govinfo.gov/content/pkg/FR-2021-04-05/pdf/2021-07124.pdf,,,2026-07-21,2026-07-21,ca93a5407a4bd95e711b038eb24523be9bd99585f79044cd4b196db460330981,Screened — no separate action,,,Completed baseline screening found no distinct project action or retained source-development route for this directive.,2026-07-21
